gene name	annotation
RN7SL597P	gene
SIAH2-AS1	gene
RP11-112N23.1	gene
RPL34P22	gene
RP11-529G21.2	gene
RPL32P29	gene
PGBD4P1	gene
DBNDD2	gene
AP000235.3	gene
ECEL1P2	gene
RP11-564P9.1	gene
RPL23AP73	gene
ITGB5-AS1	gene
RPS3AP35	gene
OR9N1P	gene
RN7SL740P	gene
RPS20P21	gene
RN7SL168P	gene
RN7SL465P	gene
GATA2-AS1	gene
AOX3P	gene
PEX5L-AS2	gene
LINC01296	gene
RN7SL395P	gene
RN7SL762P	gene
RP11-734K21.3	gene
RP11-425L10.1	gene
RN7SL36P	gene
RN7SL252P	gene
LINC01326	gene
RN7SL814P	gene
RP11-383G6.3	gene
RN7SL845P	gene
UBA52P9	gene
CTB-47B8.1	gene
RP11-119K6.6	gene
RN7SL687P	gene
AJ239322.3	gene
LINC00698	gene
RP11-654C22.2	gene
RP11-531F16.3	gene
HCG16	gene
LY6G6D	gene
RN7SL398P	gene
RN7SL145P	gene
RP11-88H10.2	gene
RPL30P7	gene
KRTAP19-7	gene
RPL7P23	gene
PFN1P8	gene
RN7SL423P	gene
RN7SL636P	gene
RPS2P45	gene
RP11-24C3.2	gene
RP11-3K16.1	gene
RP11-373I8.1	gene
FAM3D-AS1	gene
RN7SL359P	gene
RN7SL242P	gene
RPS6P22	gene
RN7SL330P	gene
RN7SL869P	gene
RBMY1D	gene
RP11-466H18.1	gene
RN7SL251P	gene
RPS4XP12	gene
RN7SL314P	gene
RN7SL216P	gene
ETV5	gene
KRTAP5-7	gene
RPL23AP56	gene
CFHR1	gene
RPL38P3	gene
RN7SL268P	gene
RP11-52B19.1	gene
RP11-12N13.1	gene
RPL39P28	gene
none	gene
RP11-428G5.1	gene
IGKV3-15	gene
RP11-359H3.1	gene
RPL34P21	gene
AC090774.2	gene
ENO1P1	gene
RP11-1398P2.1	gene
RP11-354H21.1	gene
RBM12	gene
RP11-201E8.1	gene
RP11-206M11.7	gene
RP11-395M19.1	gene
RP11-78J21.4	gene
UGT1A4	gene
ERVFRD-1	gene
OR2A1-AS1	gene
AC005154.7	gene
LILRA6	gene
RPL18P13	gene
SCARF2	gene
RWDD4P1	gene
RP3-508I15.18	gene
SLC9A9-AS2	gene
RN7SL623P	gene
HDAC11-AS1	gene
RP11-278L15.6	gene
APOBEC3C	gene
GS1-124K5.7	gene
RN7SL28P	gene
CTD-2013N24.2	gene
RN7SL125P	gene
KRT18P34	gene
RN7SL700P	gene
RP11-254G11.1	gene
SEPT14P2	gene
RN7SL380P	gene
RN7SL211P	gene
RP1-181J22.1	gene
KRTAP4-2	gene
RP11-10G12.1	gene
RP11-416A17.1	gene
LINC01213	gene
RN7SL446P	gene
RP11-788A4.1	gene
RP5-905H7.3	gene
RPL34P29	gene
ODCP	gene
KCNK15-AS1	gene
CTD-2377D24.2	gene
RP4-800G7.2	gene
RP11-702L6.1	gene
AC006011.4	gene
RP11-14D22.1	gene
RP11-222O23.1	gene
none	gene
RN7SL654P	gene
RP11-535I24.2	gene
RPL30P11	gene
IGKV1-27	gene
LINC01391	gene
RPL21P120	gene
RPL12P33	gene
WNT5A-AS1	gene
RAD21L1	gene
RP11-685B14.1	gene
RP11-713H12.1	gene
CCDC13	gene
RN7SL756P	gene
PSPC1P2	gene
ASPRV1	gene
RN7SL334P	gene
RP11-315I20.3	gene
AL122127.25	gene
RPS17P11	gene
OR2AE1	gene
KRTAP20-1	gene
MIATNB	gene
RP3-449O17.1	gene
RP11-241J12.1	gene
RN7SL863P	gene
RP11-436J20.1	gene
RPS26P43	gene
RN7SL396P	gene
XKRY2	gene
CTD-2377D24.6	gene
RP11-501O2.3	gene
RP11-93B21.1	gene
UBFD1P1	gene
GS1-124K5.8	gene
TRBV12-1	gene
RP11-615I16.1	gene
SNRPCP3	gene
RP11-158O16.1	gene
RN7SL280P	gene
RPS3AP15	gene
AC108676.1	gene
AL109761.5	gene
RN7SL706P	gene
MTHFD2P1	gene
FCGR2C	gene
UBE2V1	gene
RPL10AP1	gene
RN7SL724P	gene
CTAGE8	gene
PTCHD4	gene
RP11-803B1.2	gene
RP5-894A10.2	gene
CD46P1	gene
RP11-133K1.1	gene
RP11-298O21.3	gene
RPL23P10	gene
RN7SL47P	gene
RP11-874G11.1	gene
RP11-20O24.4	gene
RPS27P14	gene
RP11-402J7.2	gene
RPSAP29	gene
ASLP1	gene
RP13-1056D16.2	gene
C4A	gene
RN7SL870P	gene
RP11-506M13.3	gene
HBB	gene
RP11-373E16.3	gene
RP11-463H24.1	gene
RP11-8P13.1	gene
RN7SL153P	gene
CRYBB2	gene
RPL15P21	gene
N4BP2L2	gene
RP11-1042B17.1	gene
RP11-45A16.4	gene
RP11-65D17.1	gene
GABPB1-AS1	gene
MTCYBP18	gene
ALKBH3-AS1	gene
RP11-529F4.1	gene
RP11-1379J22.2	gene
RP11-1000B6.5	gene
RP11-613D13.8	gene
LIFR-AS1	gene
CTD-3064M3.4	gene
RP11-744N12.3	gene
RP11-181C3.1	gene
RP11-875O11.1	gene
RP11-303E16.7	gene
LINC00847	gene
IGFBP7-AS1	gene
MIR3150B	gene
A2M-AS1	gene
SMARCA5-AS1	gene
LINC01024	gene
ARAP1-AS2	gene
RNF139-AS1	gene
RP11-867G23.3	gene
LINC00861	gene
EEF1A1P4	gene
RP11-10K16.1	gene
USP2-AS1	gene
RP3-330M21.5	gene
SAP30L-AS1	gene
CTD-2547L16.1	gene
RP11-286E11.1	gene
ARNTL2-AS1	gene
CTC-241N9.1	gene
RP11-15B17.1	gene
KB-1471A8.1	gene
AC004053.1	gene
RP11-334E6.10	gene
CTD-2540L5.6	gene
RP11-367J11.3	gene
LINC01585	gene
RP11-847H18.2	gene
RP11-677M14.7	gene
RP11-540A21.2	gene
LINC00461	gene
NEAT1	gene
RORA-AS1	gene
RP11-712B9.2	gene
SCAMP1-AS1	gene
AP001258.4	gene
BDNF-AS	gene
DACT3-AS1	gene
DDX11-AS1	gene
RP11-277P12.20	gene
RP11-620J15.2	gene
RP11-184E9.1	gene
RP5-940J5.8	gene
ZNF585B	gene
AF146191.4	gene
CTB-26E19.1	gene
CRNDE	gene
NADK2-AS1	gene
RP11-34F13.2	gene
RP11-480D4.1	gene
RP11-367J11.2	gene
DRAIC	gene
RP11-410D17.2	gene
RP11-175K6.1	gene
MIR4300HG	gene
CEBPA	gene
RAD51-AS1	gene
GS1-24F4.2	gene
CTC-467M3.1	gene
RP11-158I9.5	gene
LINC00682	gene
FLJ21408	gene
RP11-796E2.4	gene
SNHG6	gene
RP11-630D6.5	gene
LINC01184	gene
RP11-18H21.1	gene
RP11-33B1.1	gene
KB-1208A12.3	gene
RP11-30K9.6	gene
LINC01513	gene
ALDH1L1-AS2	gene
RAB30-AS1	gene
NUDT16P1	gene
CTD-2506J14.1	gene
RP11-115C21.2	gene
RP11-696N14.1	gene
LINC01096	gene
LINC00900	gene
SUPT4H1P2	gene
RP11-875O11.2	gene
RRS1-AS1	gene
KCTD21-AS1	gene
RP11-29H23.5	gene
RP11-632K5.3	gene
RP11-260E18.1	gene
LINC01550	gene
RP11-17A1.3	gene
CASC8	gene
RP11-613D13.5	gene
UBR5-AS1	gene
SBF2-AS1	gene
CTD-2036P10.3	gene
RP11-685M7.3	gene
RP11-492A10.1	gene
RP11-325L7.1	gene
RP11-77I22.2	gene
PRR7-AS1	gene
EXTL3-AS1	gene
RP5-1186N24.3	gene
RP11-13A1.1	gene
LACTB2-AS1	gene
RP11-10L7.1	gene
RP11-461O7.1	gene
RP11-386I8.6	gene
CTD-2024I7.13	gene
LINC00968	gene
RP13-578N3.3	gene
RP11-894P9.1	gene
RP11-57A19.2	gene
AF131216.6	gene
RP11-736K20.6	gene
RP11-539L10.2	gene
RP11-159H10.3	gene
RP11-363G15.2	gene
RP11-7F17.5	gene
RP11-10L12.4	gene
AC093162.5	gene
RP11-1149O23.3	gene
RP11-1277A3.2	gene
CACNA1C-AS1	gene
RP11-1094H24.4	gene
LINC00535	gene
RASSF8-AS1	gene
H2AFJ	gene
MGC16275	gene
PLA2G4E-AS1	gene
RGMB-AS1	gene
AC004051.2	gene
RP11-61A14.4	gene
RP11-730K11.1	gene
RP11-68L18.1	gene
RP11-379P15.1	gene
RP11-544A12.8	gene
STARD4-AS1	gene
RP11-325N19.3	gene
RP11-519M16.1	gene
DNM1P35	gene
AP000487.5	gene
LINC00920	gene
UBAP1L	gene
RP1-179N16.6	gene
SOCS2-AS1	gene
RP11-700H6.1	gene
RP11-252E2.1	gene
CTC-338M12.7	gene
PGAM5	gene
BAALC-AS1	gene
SNHG10	gene
MIR210HG	gene
CTD-2260A17.2	gene
RP11-366H4.3	gene
RP11-588G21.2	gene
RP11-11N9.4	gene
RP11-727A23.5	gene
CSTF3-AS1	gene
LINC01252	gene
RP11-431M7.3	gene
RP11-373N22.3	gene
LINC01498	gene
RP11-296I10.3	gene
UBL7-AS1	gene
ZBED5-AS1	gene
RP11-902B17.1	gene
CTC-441N14.2	gene
ZCCHC3	gene
RP11-273G15.2	gene
RP11-510M2.2	gene
RP11-266N13.2	gene
RP11-637A17.2	gene
CTD-2235C13.2	gene
RP11-486O12.2	gene
PDX1-AS1	gene
DNAJC3-AS1	gene
CTD-2340E1.2	gene
RP11-629G13.1	gene
CARS-AS1	gene
RP11-392P7.6	gene
MIR4458HG	gene
OIP5-AS1	gene
SDCBPP2	gene
CKMT2-AS1	gene
SPTY2D1-AS1	gene
TWF2	gene
CPEB2-AS1	gene
MARS2	gene
MTND4P12	gene
LRP4-AS1	gene
RP11-1277A3.1	gene
CTB-127C13.1	gene
STX18-AS1	gene
RP11-932O9.7	gene
RP11-404K5.1	gene
CTD-2574D22.2	gene
USP51	gene
RP11-447H19.1	gene
RP11-32B5.7	gene
PCED1B-AS1	gene
SNCA-AS1	gene
CTD-2366F13.1	gene
NR2F2-AS1	gene
RP11-103J17.1	gene
TMEM161B-AS1	gene
CCAT1	gene
RP5-940J5.6	gene
CTD-2530H12.1	gene
SPCS2P3	gene
CTD-2001C12.1	gene
RP11-421F16.3	gene
HMGN1P12	gene
RP3-510L9.1	gene
RP11-967K21.1	gene
SEC24B-AS1	gene
RP11-543C4.1	gene
LINC00926	gene
FOXD1-AS1	gene
NRAV	gene
AC005329.7	gene
FAM13A-AS1	gene
CTD-2383M3.1	gene
CTD-2313F11.3	gene
UBA6-AS1	gene
RP11-422N16.3	gene
DPH6-AS1	gene
NNT-AS1	gene
BCKDHA	gene
INSL3	gene
RP11-709A23.1	gene
AC002116.8	gene
CTC-338M12.9	gene
TARS2P1	gene
CTD-2218K11.3	gene
AC005609.2	gene
CTC-339D2.1	gene
CTC-295J13.3	gene
RP11-78C3.1	gene
RP11-791G16.4	gene
AC114812.9	gene
RP11-752D24.2	gene
MINOS1P4	gene
LINC01019	gene
RP11-301A5.2	gene
SMURF2P1	gene
APOOP4	gene
RRN3P1	gene
CTB-73N10.1	gene
CTD-2012J19.2	gene
CTC-235G5.3	gene
RP11-777B9.4	gene
LINC01194	gene
CTD-2037L6.2	gene
MTND4LP22	gene
AC079395.1	gene
MTND6P8	gene
RP11-468D11.1	gene
RP11-446J8.1	gene
CUL4AP1	gene
RP11-324J13.2	gene
ADH1C	gene
CTC-305H11.1	gene
RP11-357F12.1	gene
RP1-167G20.1	gene
RP11-650J17.1	gene
WI2-89927D4.1	gene
BTG4P1	gene
HSPA8P11	gene
RP11-432M8.14	gene
RP11-499E18.1	gene
RP11-294O2.1	gene
RP11-44F21.2	gene
TRIM39-RPP21	gene
RP11-1072N2.4	gene
RP11-1094H24.3	gene
RP11-659O3.1	gene
RP11-148L24.1	gene
RP11-472K22.1	gene
GAPDHP60	gene
RP11-231C18.1	gene
CTD-2049O17.1	gene
RP11-184M15.1	gene
RP11-442P12.2	gene
PES1P1	gene
ATG10-AS1	gene
CTC-261N6.3	gene
RP11-476C8.2	gene
LINC00290	gene
CTD-2244C20.2	gene
RP11-115A14.1	gene
RP11-455B3.1	gene
CTC-503K11.2	gene
RP11-321E2.11	gene
RP11-739P1.2	gene
RP11-153M7.1	gene
RP11-18O11.1	gene
RP11-24I21.1	gene
TRPC7-AS1	gene
CICP16	gene
RP11-722M1.1	gene
KCTD9P5	gene
STX18-IT1	gene
CTB-174D11.1	gene
CTD-2139B15.2	gene
RP11-83C7.1	gene
SLIT2-IT1	gene
RP11-366M4.12	gene
KRT8P4	gene
CTD-2108O9.4	gene
AC037459.4	gene
CTD-2151A2.2	gene
RP11-593F5.1	gene
RP11-3J1.1	gene
RP11-159F24.5	gene
RP11-556I14.2	gene
RP11-93K22.13	gene
CTB-49A3.2	gene
RP11-598O12.1	gene
AC092597.3	gene
OCIAD1-AS1	gene
PSG10P	gene
MTND4LP31	gene
CTD-2333K2.1	gene
RP11-1J7.1	gene
FLJ12825	gene
RP11-402C9.1	gene
CTC-499J9.1	gene
PGAM1P1	gene
TRIM52-AS1	gene
SUMO2P17	gene
CTD-2218G20.2	gene
none	gene
RP11-174E22.2	gene
MTCYBP44	gene
CCNL2P1	gene
RP11-158J3.2	gene
RP11-811J10.1	gene
SCGB1D5P	gene
CTD-2194F4.2	gene
TNXA	gene
CTC-281M20.3	gene
CTD-2023N9.2	gene
DDX43P1	gene
CTD-2308B18.3	gene
RP11-74M11.2	gene
BNIP3P41	gene
RP11-310A13.2	gene
LINC00616	gene
RP11-697E23.1	gene
MEF2C-AS1	gene
CTD-2161F6.2	gene
CYP4F27P	gene
MTND4LP2	gene
RP11-463H12.2	gene
RP11-713M15.1	gene
RP11-205M3.3	gene
THAP12P9	gene
RP4-559A3.6	gene
LUCAT1	gene
NOL8P1	gene
MTCO3P28	gene
APELA	gene
LINC00613	gene
TUB-AS1	gene
CDK11B	gene
WHAMMP2	gene
RP11-102N12.2	gene
HMGN1P11	gene
RP11-432M8.18	gene
RP11-472K22.2	gene
RP11-717H13.1	gene
RP11-293A21.2	gene
RP11-556G22.2	gene
RP11-292D4.1	gene
RP11-1134I14.2	gene
RP11-79C6.1	gene
CTC-470E21.1	gene
HSPD1P18	gene
ARL2BPP6	gene
RP11-557J10.4	gene
AE000658.31	gene
CTC-537E7.2	gene
LINC00504	gene
CTC-327F10.5	gene
CTC-261N6.1	gene
OR7E86P	gene
POU5F1P7	gene
TRAJ51	gene
CTB-129O4.1	gene
RP11-62N21.1	gene
RP11-366H4.1	gene
CTC-347C20.2	gene
RP11-556I14.1	gene
RP11-501M7.1	gene
RP11-177B4.1	gene
RP11-692E14.1	gene
HMGN1P9	gene
RP11-5N11.5	gene
PCDHAC1	gene
TARM1	gene
RP11-781M16.1	gene
RP11-313E19.2	gene
CTD-2010I22.2	gene
CTD-2015A6.1	gene
FOSL1P1	gene
TOMM22P4	gene
LINC00498	gene
RP11-503N18.4	gene
ST13P12	gene
RP11-576N17.3	gene
NACAP6	gene
PRR5-ARHGAP8	gene
CTD-3105H18.4	gene
RP11-452C8.1	gene
KB-1269D1.8	gene
GAPDHP61	gene
RP11-1191J2.4	gene
RP11-802H3.2	gene
UBL5P1	gene
RP11-136I13.2	gene
MTATP6P9	gene
RP11-432M8.7	gene
RP11-235P11.1	gene
OR51K1P	gene
AC006296.2	gene
CTD-2533K21.2	gene
CTC-551A13.1	gene
RP11-597D13.9	gene
HMGB3P16	gene
AC005150.1	gene
RP11-269F21.2	gene
RP11-553P9.2	gene
RPL23AP94	gene
RP11-231G15.1	gene
LINC01197	gene
OR10J7P	gene
RP11-284A20.3	gene
HNRNPA1P65	gene
SEMA6A-AS1	gene
RP11-633G11.1	gene
COX5BP1	gene
PCDHGB8P	gene
RP11-324H7.1	gene
RP11-321E2.3	gene
RP11-553P9.3	gene
RP11-419C19.2	gene
RP4-598P13.1	gene
RP11-93K22.1	gene
CTD-2207A17.1	gene
NENFP3	gene
FGF10-AS1	gene
RP11-640B6.1	gene
CTD-2161F6.1	gene
RP11-517B11.4	gene
RP11-826N14.2	gene
RP11-432M8.15	gene
DDX11L9	gene
CTC-338M12.2	gene
CTD-2292M14.1	gene
RP11-479O16.1	gene
BACH1-IT1	gene
RP11-848G14.2	gene
RP11-3G20.2	gene
RP11-807H7.2	gene
RP11-313E19.1	gene
CTC-276P9.3	gene
POU5F2	gene
RP11-375B1.1	gene
PCP4L1	gene
RP1-137K24.1	gene
ABHD14A	gene
PGAM4P2	gene
CTD-2007H13.3	gene
CTD-3007L5.1	gene
RP11-125O18.1	gene
ZFAT-AS1	gene
AC005351.1	gene
LNX1-AS2	gene
ASNSP1	gene
RP5-1000K24.2	gene
RP11-319E12.1	gene
RP11-93I21.2	gene
OR5H4P	gene
SRP14-AS1	gene
RP11-145G20.1	gene
RP11-9B6.1	gene
CTC-338M12.1	gene
RP11-608O21.1	gene
RP11-265O12.1	gene
RP11-386B13.4	gene
RP11-231C18.2	gene
RP11-174F8.1	gene
SBF1P1	gene
CTD-2001E22.1	gene
MTATP6P1	gene
CTC-458G6.2	gene
RP11-2O17.2	gene
BCL2L12P1	gene
NDUFA5P12	gene
RP11-241F15.5	gene
CTD-2130F23.1	gene
CTD-2201E9.4	gene
RP11-10A14.5	gene
CTD-2194L12.2	gene
RP11-247C2.2	gene
RP11-432M8.16	gene
NPM1P41	gene
CTB-47B11.3	gene
RP11-302F12.3	gene
ANP32C	gene
RP11-468N14.6	gene
MTND4P8	gene
OTX2-AS1	gene
RP11-287F9.2	gene
RP11-138A23.1	gene
OR52H2P	gene
RP11-159F24.6	gene
LINC01339	gene
RP11-390G14.1	gene
RP11-215P8.3	gene
CTB-14A14.2	gene
RP11-478C6.2	gene
TECRP2	gene
RP11-545L5.1	gene
KRT8P48	gene
CTC-512J14.5	gene
RP11-768B22.2	gene
EGFLAM-AS2	gene
PRYP6	gene
ADAM20P2	gene
RP11-834C11.8	gene
RP11-122C5.2	gene
NPM1P21	gene
RP11-241F15.1	gene
RP11-90P5.1	gene
CTD-2516K3.3	gene
GDNF-AS1	gene
CTC-458G6.4	gene
GLDCP1	gene
CTD-2351A8.1	gene
TMEM110-MUSTN1	gene
DSTNP2	gene
RP11-844P9.5	gene
RP11-259O2.2	gene
FLJ42969	gene
CTD-2308B18.4	gene
RP11-310I9.1	gene
CTD-2306M5.1	gene
RP11-158I23.1	gene
RP11-206P5.2	gene
HSPA8P4	gene
RP11-158C21.3	gene
RP11-468N14.7	gene
CTB-1I21.2	gene
ENPP7P3	gene
RP11-5K16.3	gene
RP11-5N11.2	gene
RP11-205M3.1	gene
GAPDHP40	gene
RP11-428L21.1	gene
RP11-154F14.2	gene
RP11-366M4.11	gene
WRBP1	gene
CTC-573M9.1	gene
RP11-1267H10.4	gene
RP11-768F21.1	gene
RP11-485C11.1	gene
RP11-642E20.2	gene
HNRNPA1P56	gene
HMGA1P2	gene
OR10J2P	gene
RBM14-RBM4	gene
RP11-366M4.6	gene
RP11-567N4.2	gene
RP11-331K21.1	gene
RP11-485M7.1	gene
GCSHP1	gene
RP11-101B14.4	gene
MTCO3P44	gene
RP11-255I10.2	gene
RP11-263I1.1	gene
SRIP1	gene
LINC00992	gene
CTC-498J12.3	gene
CTD-2331D11.2	gene
OXCT1-AS1	gene
RP11-489M13.2	gene
ALG1L9P	gene
LY75-CD302	gene
LINC01331	gene
RBBP4P6	gene
RP11-766F14.1	gene
CTD-2044J15.1	gene
ARHGAP22-IT1	gene
BIN2P2	gene
RP11-548L20.1	gene
RP11-557J10.5	gene
RP11-42L13.2	gene
HAS2-AS1	gene
ADGRL3-AS1	gene
CTD-2023M8.1	gene
RP11-18D7.2	gene
AC011406.2	gene
TOX4P1	gene
LINC01085	gene
CTD-2313D3.1	gene
CTC-493L21.2	gene
RP11-294J22.5	gene
RP11-495K9.3	gene
MTND4P2	gene
AC114812.10	gene
CTD-2316B1.2	gene
CTC-505O3.2	gene
RP11-432B6.3	gene
THUMPD3P1	gene
CCDC153	gene
RP11-766F14.2	gene
RP11-1079K10.3	gene
RP11-758B24.1	gene
RP11-362M19.1	gene
RP11-451H23.3	gene
RP11-377G16.2	gene
RFPL4AP5	gene
AK3P4	gene
NPHP3-AS1	gene
RP11-218C23.1	gene
CTC-236F12.4	gene
MTCO1P30	gene
EGFLAM-AS4	gene
CTD-2176I21.2	gene
CTD-2260A17.1	gene
R3HDM2P1	gene
RP11-35O7.1	gene
RP11-87E22.2	gene
RP11-654F3.1	gene
RP11-328K4.1	gene
RP11-362I1.1	gene
NMNAT1P4	gene
ACTN3	gene
RP11-586L23.1	gene
MTND5P9	gene
RP11-42A4.1	gene
RP11-131K17.1	gene
RP1-130H16.18	gene
RP11-114J13.1	gene
CTC-276P9.2	gene
RP11-384D10.1	gene
CTD-2193G5.1	gene
CTD-2215E18.2	gene
CTD-2593A12.2	gene
RP11-31K23.2	gene
RP13-644M16.5	gene
RP11-292D4.2	gene
MTCYBP37	gene
RP11-61K20.1	gene
WI2-2373I1.2	gene
RP11-974F13.5	gene
RP11-665C14.1	gene
LINC01207	gene
RP11-639F1.1	gene
RP11-231L11.3	gene
RP11-798M19.3	gene
RP11-404K5.3	gene
AC006499.6	gene
RP11-311D14.1	gene
RP11-53O19.2	gene
ARL4AP2	gene
PSMC1P4	gene
RP11-308B16.2	gene
HIGD1AP14	gene
RP11-666A20.4	gene
CTD-2203A3.1	gene
RP11-319G6.3	gene
CTD-2165H16.3	gene
LINC00266-2P	gene
CTD-2248H3.1	gene
RP11-173E2.1	gene
MED15P8	gene
CTC-548H10.2	gene
C8orf34-AS1	gene
RP11-184M15.2	gene
RP11-287J9.1	gene
KRTAP9-12P	gene
LINC01095	gene
RP11-362F19.1	gene
RP11-5N11.4	gene
RP11-18D7.3	gene
PMPCAP1	gene
DYNLL1P6	gene
AC009238.6	gene
APOBEC3AP1	gene
RP11-790I12.6	gene
PCBP2P3	gene
RP11-252I13.1	gene
RP11-673E1.4	gene
ZNF807	gene
CTB-179I1.2	gene
MARK2P5	gene
RP11-412P11.1	gene
PGAM1P13	gene
RP11-227H4.5	gene
RP11-357G3.2	gene
CTB-1H10.1	gene
RP11-357G3.1	gene
RP11-626H12.3	gene
CTD-2016O11.1	gene
RP11-26C10.1	gene
PPBPP2	gene
RP11-605F14.2	gene
AC006427.2	gene
CTD-2613O8.1	gene
HNRNPH1P3	gene
FLJ46284	gene
LINC01574	gene
RP11-321E2.2	gene
RP11-83A24.1	gene
RP11-348J24.1	gene
USP46-AS1	gene
CTD-2128F4.1	gene
RP11-138I17.1	gene
CTD-2015A6.2	gene
TNFSF12-TNFSF13	gene
RP11-344G13.1	gene
SERBP1P6	gene
C5orf17	gene
RP11-231G15.3	gene
PGBD4P4	gene
RP11-5N11.1	gene
ICE2P1	gene
CTC-366B18.2	gene
B4GALNT2P1	gene
CTC-537E7.3	gene
RP11-950K24.2	gene
UGT2A3P7	gene
HHIP-AS1	gene
CTD-2335O3.2	gene
FAM138E	gene
RP11-463M16.5	gene
CTD-2135J3.3	gene
CTD-2288O8.1	gene
AC008834.1	gene
AP000867.14	gene
FMN1	gene
MTND2P33	gene
RP11-730N24.1	gene
HMGB1P21	gene
RP11-182E14.1	gene
RP11-171N4.4	gene
PHBP14	gene
ACTR6P1	gene
NUP210P3	gene
CTD-2089N3.3	gene
ATP5J2-PTCD1	gene
USP17L19	gene
RP11-774G5.1	gene
MTND5P11	gene
RP11-481K16.2	gene
CTD-2083E4.6	gene
RP11-777B9.1	gene
CTD-2334D19.1	gene
CTD-2151A2.3	gene
HIGD1AP3	gene
CTC-250P20.1	gene
MTCYBP40	gene
RP11-319G6.1	gene
USP17L22	gene
CTD-2254N19.1	gene
RP11-36B15.1	gene
RP11-395F4.1	gene
LINC01335	gene
RP11-1026M7.3	gene
FAM90A6P	gene
MTND3P22	gene
RP11-661C8.2	gene
LDHBP3	gene
MTCO2P32	gene
RP11-304F15.4	gene
RP11-114H7.3	gene
HMGB1P44	gene
ZSWIM5P3	gene
CTD-2287N17.1	gene
RP11-94H18.1	gene
CTB-174D11.2	gene
BCLAF1P1	gene
RP11-241J12.3	gene
CTD-2256P15.1	gene
CTD-2113L7.1	gene
KRT8P46	gene
RP11-445O3.2	gene
CTD-2251F13.1	gene
RP11-395I6.1	gene
RP11-98H4.1	gene
LAMTOR3P2	gene
RP11-87F15.2	gene
AC004054.1	gene
RP11-774O3.1	gene
PRDX4P1	gene
RP11-815N9.2	gene
RP11-960D24.1	gene
RP11-73G16.2	gene
XXbac-BPG181M17.5	gene
RP11-259O2.1	gene
RP11-766N7.4	gene
RP11-1334A24.6	gene
EFTUD1P2	gene
WI2-2373I1.1	gene
CTD-2012I17.1	gene
RP11-742B18.1	gene
RP11-358D17.1	gene
CLUHP4	gene
PRMT5P1	gene
FAM90A4P	gene
RP11-317B7.2	gene
RP11-510N19.5	gene
RP11-487E13.1	gene
RP11-731D1.1	gene
FTH1P21	gene
HMGN2P4	gene
RP11-45H22.3	gene
RP11-58B2.1	gene
GAPDHP56	gene
RP11-539G18.1	gene
SNORA58	gene
CTC-505O3.3	gene
RP11-285C1.2	gene
CTD-2331D11.3	gene
ZNF519P4	gene
CTNNA1P1	gene
RP5-951N9.1	gene
SUMO2P6	gene
CTB-113P19.1	gene
RP11-625I7.1	gene
AARSP1	gene
RP11-21G20.3	gene
CTD-2015H6.3	gene
MTND3P24	gene
COX6B1P5	gene
TRAV31	gene
RP11-763F8.1	gene
RP11-375N15.1	gene
RP11-447E20.1	gene
RP11-354O24.1	gene
RP11-419C19.1	gene
FAM138D	gene
TBCAP3	gene
RP11-326I11.1	gene
MAST4-IT1	gene
RP11-72L22.1	gene
KRT18P25	gene
PCNAP1	gene
RP11-593F5.2	gene
CTC-287O8.1	gene
LINC01033	gene
EGFLAM-AS3	gene
RP11-777B9.5	gene
WSPAR	gene
NDUFB2P1	gene
RP11-478C1.8	gene
RP11-1281K21.3	gene
OR5M14P	gene
C5orf66-AS1	gene
RP11-376O6.2	gene
CTD-2631K10.1	gene
AC051649.12	gene
ZNF436-AS1	gene
AIG1P1	gene
RP11-733C7.1	gene
CTD-2325A15.3	gene
RP1-7G5.6	gene
RP11-290F5.1	gene
RP11-39E3.4	gene
RP11-351N6.1	gene
CTD-2218K11.2	gene
AC008834.2	gene
CTD-2066L21.1	gene
USP17L17	gene
RP11-25L5.2	gene
RP11-806K15.1	gene
RP11-1026M7.2	gene
RP11-622J8.1	gene
RP11-43D2.2	gene
RP11-5N11.3	gene
HAUS5	gene
CTD-2194D22.3	gene
MTND6P4	gene
RP11-227F19.2	gene
RP11-381N20.2	gene
MTND3P3	gene
RP11-2N5.1	gene
SUDS3P1	gene
CTB-35F21.2	gene
RP11-274E7.1	gene
SLED1	gene
EPPIN-WFDC6	gene
PRDX2P3	gene
RP11-514O12.4	gene
CTD-2290P7.1	gene
RP11-774O3.2	gene
AC006445.7	gene
RP11-79P5.3	gene
CTC-472C24.1	gene
RP11-562F9.2	gene
CTD-2036A18.2	gene
RP11-432M8.9	gene
RP11-229C3.4	gene
PCDHA11	gene
RP11-480D4.2	gene
RP11-1C1.5	gene
ADAM20P3	gene
CTD-3028N15.1	gene
RP11-1C1.6	gene
CTB-118N6.2	gene
CTC-529L17.1	gene
RP11-1J11.1	gene
RP11-767N15.1	gene
LINC01093	gene
RP11-124N3.3	gene
CTC-484P3.3	gene
RP11-304F15.5	gene
MTND4P29	gene
CTC-506B8.1	gene
SUMO2P4	gene
RP11-424M21.1	gene
RP11-423H2.5	gene
ENPP7P1	gene
AC010492.4	gene
UBE2V1P12	gene
MTND3P25	gene
HSPD1P5	gene
RP11-669N7.2	gene
OR10J9P	gene
RP11-772C9.1	gene
CTD-2139B15.5	gene
RP11-290O12.1	gene
CTD-3080P12.3	gene
RP11-473L15.3	gene
GCNT1P2	gene
RP11-360F5.1	gene
AP000304.12	gene
GAPDHP38	gene
